acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,status,artist,title,year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
0.473,https://api.spotify.com/v1/audio-analysis/5U496ACd6O24ZGjnCHd2wQ,0.733,216040,0.398,5U496ACd6O24ZGjnCHd2wQ,0.000827,4,0.109,-8.798,1,0.0299,91.836,4,https://api.spotify.com/v1/tracks/5U496ACd6O24ZGjnCHd2wQ,audio_features,spotify:track:5U496ACd6O24ZGjnCHd2wQ,0.431,,Mickey Gilley,Stand By Me,1980,82,Mickey Gilley,Stand By Me,,,,,,
0.285,https://api.spotify.com/v1/audio-analysis/22ML0MuFKfw16WejbxsLOy,0.466,209360,0.588,22ML0MuFKfw16WejbxsLOy,9.94E-06,5,0.0535,-10.666,0,0.0812,156.131,4,https://api.spotify.com/v1/tracks/22ML0MuFKfw16WejbxsLOy,audio_features,spotify:track:22ML0MuFKfw16WejbxsLOy,0.882,,Pat Benatar,Heartbreaker,1980,83,Pat Benatar,Heartbreaker,,,,,,
0.308,https://api.spotify.com/v1/audio-analysis/2AOunLYKGvwya5xDfFxiFj,0.593,304987,0.564,2AOunLYKGvwya5xDfFxiFj,0.000128,1,0.0676,-12.585,0,0.0435,145.623,4,https://api.spotify.com/v1/tracks/2AOunLYKGvwya5xDfFxiFj,audio_features,spotify:track:2AOunLYKGvwya5xDfFxiFj,0.587,,Dionne Warwick,Deja Vu,1980,84,Dionne Warwick,Deja Vu,,,,,,
0.0966,https://api.spotify.com/v1/audio-analysis/3PJ9yQv8IUmLx24KFvaVEI,0.66,194667,0.639,3PJ9yQv8IUmLx24KFvaVEI,0.00104,9,0.0442,-12.749,1,0.0369,84.124,4,https://api.spotify.com/v1/tracks/3PJ9yQv8IUmLx24KFvaVEI,audio_features,spotify:track:3PJ9yQv8IUmLx24KFvaVEI,0.843,,Eddie Rabbitt,Drivin' My Life Away,1980,85,Eddie Rabbitt,Drivin' My Life Away,,,,,,
0.22,https://api.spotify.com/v1/audio-analysis/0v0XYK0pLgsPiq5u4FKHaw,0.414,308853,0.7,0v0XYK0pLgsPiq5u4FKHaw,0.000721,5,0.114,-8.838,1,0.0301,76.79,4,https://api.spotify.com/v1/tracks/0v0XYK0pLgsPiq5u4FKHaw,audio_features,spotify:track:0v0XYK0pLgsPiq5u4FKHaw,0.37,,Supertramp,Take The Long Way Home,1980,86,Supertramp,Take The Long Way Home,,,,,,
0.384,https://api.spotify.com/v1/audio-analysis/0q1exbzIDRxqJ6VUKH3seg,0.741,382373,0.388,0q1exbzIDRxqJ6VUKH3seg,0.0235,10,0.0933,-16.693,1,0.031,126.819,4,https://api.spotify.com/v1/tracks/0q1exbzIDRxqJ6VUKH3seg,audio_features,spotify:track:0q1exbzIDRxqJ6VUKH3seg,0.589,,Fleetwood Mac,Sara,1980,87,Fleetwood Mac,Sara,,,,,,
0.153,https://api.spotify.com/v1/audio-analysis/324jkh7f3whGENpMpji8Iv,0.616,247093,0.662,324jkh7f3whGENpMpji8Iv,0,10,0.0663,-9.315,1,0.0352,175.123,4,https://api.spotify.com/v1/tracks/324jkh7f3whGENpMpji8Iv,audio_features,spotify:track:324jkh7f3whGENpMpji8Iv,0.954,,Daryl Hall,Wait For Me,1980,88,Daryl Hall,Wait For Me,John Oates,,,,,
0.261,https://api.spotify.com/v1/audio-analysis/4mGDtUyNxu4ZDqwMAwHh1Q,0.678,352067,0.618,4mGDtUyNxu4ZDqwMAwHh1Q,0.002,5,0.12,-7.304,0,0.0325,94.851,4,https://api.spotify.com/v1/tracks/4mGDtUyNxu4ZDqwMAwHh1Q,audio_features,spotify:track:4mGDtUyNxu4ZDqwMAwHh1Q,0.887,,Boz Scaggs,JoJo,1980,89,Boz Scaggs,JoJo,,,,,,
0.663,https://api.spotify.com/v1/audio-analysis/2CXkN6UAb3jAFwz4VbsDq0,0.392,232000,0.226,2CXkN6UAb3jAFwz4VbsDq0,5.68E-06,10,0.166,-17.132,1,0.0361,128.414,4,https://api.spotify.com/v1/tracks/2CXkN6UAb3jAFwz4VbsDq0,audio_features,spotify:track:2CXkN6UAb3jAFwz4VbsDq0,0.202,,Neil Diamond,September Morn,1980,90,Neil Diamond,September Morn,,,,,,
0.475,https://api.spotify.com/v1/audio-analysis/2Pevew1E1U15S9q8FH8aVL,0.835,301026,0.765,2Pevew1E1U15S9q8FH8aVL,0.0692,1,0.12,-7.831,1,0.0681,110.282,4,https://api.spotify.com/v1/tracks/2Pevew1E1U15S9q8FH8aVL,audio_features,spotify:track:2Pevew1E1U15S9q8FH8aVL,0.855,,George Benson,Give Me The Night,1980,91,George Benson,Give Me The Night,,,,,,
0.262,https://api.spotify.com/v1/audio-analysis/07Cs882pDSCuggekDdmw4K,0.432,238067,0.446,07Cs882pDSCuggekDdmw4K,2.93E-06,1,0.134,-8.493,1,0.0266,133.842,4,https://api.spotify.com/v1/tracks/07Cs882pDSCuggekDdmw4K,audio_features,spotify:track:07Cs882pDSCuggekDdmw4K,0.0876,,Anne Murray,Broken Hearted Me,1980,92,Anne Murray,Broken Hearted Me,,,,,,
0.662,https://api.spotify.com/v1/audio-analysis/6SFeCisbYSqaQwL9hucoF2,0.264,218133,0.307,6SFeCisbYSqaQwL9hucoF2,0,7,0.101,-12.36,1,0.0341,172.546,4,https://api.spotify.com/v1/tracks/6SFeCisbYSqaQwL9hucoF2,audio_features,spotify:track:6SFeCisbYSqaQwL9hucoF2,0.153,,Kenny Rogers,You Decorated My Life,1980,93,Kenny Rogers,You Decorated My Life,,,,,,
0.224,https://api.spotify.com/v1/audio-analysis/0iINibMKtoS8duvexsqnm5,0.628,217573,0.779,0iINibMKtoS8duvexsqnm5,0.776,0,0.151,-11.841,1,0.0831,180.837,4,https://api.spotify.com/v1/tracks/0iINibMKtoS8duvexsqnm5,audio_features,spotify:track:0iINibMKtoS8duvexsqnm5,0.936,,Fleetwood Mac,Tusk,1980,94,Fleetwood Mac,Tusk,,,,,,
0.0315,https://api.spotify.com/v1/audio-analysis/4yrM5BVyJzy5Ed4GPO6e8j,0.805,349787,0.387,4yrM5BVyJzy5Ed4GPO6e8j,0.0969,8,0.0806,-13.233,0,0.0562,114.867,4,https://api.spotify.com/v1/tracks/4yrM5BVyJzy5Ed4GPO6e8j,audio_features,spotify:track:4yrM5BVyJzy5Ed4GPO6e8j,0.701,,Prince,I Wanna Be Your Lover,1980,95,Prince,I Wanna Be Your Lover,,,,,,
0.0337,https://api.spotify.com/v1/audio-analysis/78YbJdfzm7vWVvmcTTqkiw,0.556,199653,0.938,78YbJdfzm7vWVvmcTTqkiw,0,0,0.279,-5.588,1,0.0488,115.723,4,https://api.spotify.com/v1/tracks/78YbJdfzm7vWVvmcTTqkiw,audio_features,spotify:track:78YbJdfzm7vWVvmcTTqkiw,0.882,,Charlie Daniels Band,In America,1980,96,Charlie Daniels Band,In America,,,,,,
0.0517,https://api.spotify.com/v1/audio-analysis/7p5YPanFYCetzUrV5f1Af8,0.556,274800,0.873,7p5YPanFYCetzUrV5f1Af8,0.00213,7,0.375,-5.108,1,0.0491,146.026,4,https://api.spotify.com/v1/tracks/7p5YPanFYCetzUrV5f1Af8,audio_features,spotify:track:7p5YPanFYCetzUrV5f1Af8,0.37,,Boz Scaggs,Breakdown Dead Ahead,1980,97,Boz Scaggs,Breakdown Dead Ahead,,,,,,
0.719,https://api.spotify.com/v1/audio-analysis/6lOF261K1uiPZgKtureE90,0.288,248733,0.356,6lOF261K1uiPZgKtureE90,0,1,0.128,-8.264,1,0.0309,125.928,4,https://api.spotify.com/v1/tracks/6lOF261K1uiPZgKtureE90,audio_features,spotify:track:6lOF261K1uiPZgKtureE90,0.107,,Barry Manilow,Ships,1980,98,Barry Manilow,Ships,,,,,,
0.00149,https://api.spotify.com/v1/audio-analysis/6Lp8LUn03inUIwMo8PxZws,0.261,177551,0.928,6Lp8LUn03inUIwMo8PxZws,0.00123,4,0.96,-8.472,1,0.0793,129.646,4,https://api.spotify.com/v1/tracks/6Lp8LUn03inUIwMo8PxZws,audio_features,spotify:track:6Lp8LUn03inUIwMo8PxZws,0.146,,Joe Walsh,All Night Long,1980,99,Joe Walsh,All Night Long,,,,,,
0.0273,https://api.spotify.com/v1/audio-analysis/4mcZYzoGwPRDdhWVlygiHf,0.579,201693,0.705,4mcZYzoGwPRDdhWVlygiHf,0,6,0.0704,-4.911,0,0.0339,116.172,4,https://api.spotify.com/v1/tracks/4mcZYzoGwPRDdhWVlygiHf,audio_features,spotify:track:4mcZYzoGwPRDdhWVlygiHf,0.761,,Tom Petty,Refugee,1980,100,Tom Petty,Refugee,The Heartbreakers,,,,,
0.0589,https://api.spotify.com/v1/audio-analysis/1HOMkjp0nHMaTnfAkslCQj,0.586,295400,0.7,1HOMkjp0nHMaTnfAkslCQj,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,https://api.spotify.com/v1/tracks/1HOMkjp0nHMaTnfAkslCQj,audio_features,spotify:track:1HOMkjp0nHMaTnfAkslCQj,0.897,,Knack,My Sharona,1979,1,Knack,My Sharona,,,,,,
0.00513,https://api.spotify.com/v1/audio-analysis/0I9KnKdIVz8envRSA6yGZL,0.808,407053,0.881,0I9KnKdIVz8envRSA6yGZL,0.0127,0,0.0688,-8.249,1,0.0338,120.392,4,https://api.spotify.com/v1/tracks/0I9KnKdIVz8envRSA6yGZL,audio_features,spotify:track:0I9KnKdIVz8envRSA6yGZL,0.963,,Donna Summer,Bad Girls,1979,2,Donna Summer,Bad Girls,,,,,,
0.00942,https://api.spotify.com/v1/audio-analysis/6pytDoBX1HFvOfhOL5H5hk,0.859,232523,0.757,6pytDoBX1HFvOfhOL5H5hk,0.0377,7,0.105,-6.005,1,0.0736,124.986,4,https://api.spotify.com/v1/tracks/6pytDoBX1HFvOfhOL5H5hk,audio_features,spotify:track:6pytDoBX1HFvOfhOL5H5hk,0.563,,Chic,Le Freak,1979,3,Chic,Le Freak,,,,,,
0.0143,https://api.spotify.com/v1/audio-analysis/4z7maGZkAonDlXlwo8q69f,0.715,331333,0.689,4z7maGZkAonDlXlwo8q69f,0.000192,2,0.111,-8.065,0,0.029,111.504,4,https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f,audio_features,spotify:track:4z7maGZkAonDlXlwo8q69f,0.852,,Rod Stewart,Da Ya Think I'm Sexy,1979,4,Rod Stewart,Da Ya Think I'm Sexy,,,,,,
0.851,https://api.spotify.com/v1/audio-analysis/7gfh3jwjaSmGlB40uTMSeE,0.559,345240,0.496,7gfh3jwjaSmGlB40uTMSeE,0.00616,5,0.147,-9.437,0,0.0262,75.69,4,https://api.spotify.com/v1/tracks/7gfh3jwjaSmGlB40uTMSeE,audio_features,spotify:track:7gfh3jwjaSmGlB40uTMSeE,0.36,,Peaches,Reunited,1979,5,Peaches,Reunited,Herb,,,,,
0.0173,https://api.spotify.com/v1/audio-analysis/0rwmxAht1fk7QuSiCmIhGV,0.801,198600,0.623,0rwmxAht1fk7QuSiCmIhGV,0.00811,9,0.323,-13.445,0,0.0508,116.426,4,https://api.spotify.com/v1/tracks/0rwmxAht1fk7QuSiCmIhGV,audio_features,spotify:track:0rwmxAht1fk7QuSiCmIhGV,0.641,,Gloria Gaynor,I Will Survive,1979,6,Gloria Gaynor,I Will Survive,,,,,,
0.00513,https://api.spotify.com/v1/audio-analysis/0I9KnKdIVz8envRSA6yGZL,0.808,407053,0.881,0I9KnKdIVz8envRSA6yGZL,0.0127,0,0.0688,-8.249,1,0.0338,120.392,4,https://api.spotify.com/v1/tracks/0I9KnKdIVz8envRSA6yGZL,audio_features,spotify:track:0I9KnKdIVz8envRSA6yGZL,0.963,,Donna Summer,Hot Stuff,1979,7,Donna Summer,Hot Stuff,,,,,,
0.169,https://api.spotify.com/v1/audio-analysis/3kmYIHIOqxRXa66KyXHTvh,0.673,226427,0.948,3kmYIHIOqxRXa66KyXHTvh,0,1,0.437,-4.477,1,0.159,126.634,4,https://api.spotify.com/v1/tracks/3kmYIHIOqxRXa66KyXHTvh,audio_features,spotify:track:3kmYIHIOqxRXa66KyXHTvh,0.703,,Village People,Y.M.C.A.,1979,8,Village People,Y.M.C.A.,,,,,,
0.0661,https://api.spotify.com/v1/audio-analysis/7GK2KVYH8FrTC9zehmjVMd,0.781,491933,0.556,7GK2KVYH8FrTC9zehmjVMd,0.0907,5,0.0339,-13.067,0,0.0611,125.999,4,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,audio_features,spotify:track:7GK2KVYH8FrTC9zehmjVMd,0.968,,Anita Ward,Ring My Bell,1979,9,Anita Ward,Ring My Bell,,,,,,
0.599,https://api.spotify.com/v1/audio-analysis/3w3rLh6wmne91BS2rwgcog,0.431,253213,0.463,3w3rLh6wmne91BS2rwgcog,0.00282,0,0.132,-7.342,1,0.0268,107.19,3,https://api.spotify.com/v1/tracks/3w3rLh6wmne91BS2rwgcog,audio_features,spotify:track:3w3rLh6wmne91BS2rwgcog,0.687,,Robert John,Sad Eyes,1979,10,Robert John,Sad Eyes,,,,,,
0.436,https://api.spotify.com/v1/audio-analysis/0oaZmCfI71eezWKoTbPX2x,0.505,296000,0.433,0oaZmCfI71eezWKoTbPX2x,9.87E-05,6,0.743,-12.997,1,0.0589,165.818,4,https://api.spotify.com/v1/tracks/0oaZmCfI71eezWKoTbPX2x,audio_features,spotify:track:0oaZmCfI71eezWKoTbPX2x,0.361,,Bee Gees,Too Much Heaven,1979,11,Bee Gees,Too Much Heaven,,,,,,
0.0829,https://api.spotify.com/v1/audio-analysis/42tYHqMxXxXHAAWqLaoOfQ,0.579,235200,0.667,42tYHqMxXxXHAAWqLaoOfQ,0.000605,4,0.0547,-12.361,0,0.04,131.022,4,https://api.spotify.com/v1/tracks/42tYHqMxXxXHAAWqLaoOfQ,audio_features,spotify:track:42tYHqMxXxXHAAWqLaoOfQ,0.449,,Donna Summer,MacArthur Park,1979,12,Donna Summer,MacArthur Park,,,,,,
0.405,https://api.spotify.com/v1/audio-analysis/1UiKUFbCfgbVjwY8W657Pv,0.679,178827,0.728,1UiKUFbCfgbVjwY8W657Pv,0.00261,8,0.0506,-9.539,1,0.0378,109.623,4,https://api.spotify.com/v1/tracks/1UiKUFbCfgbVjwY8W657Pv,audio_features,spotify:track:1UiKUFbCfgbVjwY8W657Pv,0.852,,Dr. Hook,When You're In Love With A Beautiful Woman,1979,13,Dr. Hook,When You're In Love With A Beautiful Woman,,,,,,
0.0475,https://api.spotify.com/v1/audio-analysis/035Ag6mdG1EWFZvgdnK8lK,0.882,189583,0.562,035Ag6mdG1EWFZvgdnK8lK,0.374,0,0.0338,-7.67,1,0.0368,129.99,4,https://api.spotify.com/v1/tracks/035Ag6mdG1EWFZvgdnK8lK,audio_features,spotify:track:035Ag6mdG1EWFZvgdnK8lK,0.926,,David Naughton,Makin' It,1979,14,David Naughton,Makin' It,,,,,,
0.107,https://api.spotify.com/v1/audio-analysis/4k0bXm9Q4RaTuYi09i4lKK,0.86,262618,0.705,4k0bXm9Q4RaTuYi09i4lKK,8.87E-06,10,0.149,-12.514,0,0.0894,134.395,4,https://api.spotify.com/v1/tracks/4k0bXm9Q4RaTuYi09i4lKK,audio_features,spotify:track:4k0bXm9Q4RaTuYi09i4lKK,0.854,,Pointer Sisters,Fire,1979,15,Pointer Sisters,Fire,,,,,,
0.092,https://api.spotify.com/v1/audio-analysis/0myxmqJXXImGNhmUY40MuB,0.667,303333,0.549,0myxmqJXXImGNhmUY40MuB,0.0056,2,0.242,-10.651,1,0.0276,117.97,4,https://api.spotify.com/v1/tracks/0myxmqJXXImGNhmUY40MuB,audio_features,spotify:track:0myxmqJXXImGNhmUY40MuB,0.804,,Bee Gees,Tragedy,1979,16,Bee Gees,Tragedy,,,,,,
0.0648,https://api.spotify.com/v1/audio-analysis/39o4aMfeuhmekejZIxE3W4,0.713,205725,0.534,39o4aMfeuhmekejZIxE3W4,0.0158,8,0.0814,-10.607,1,0.0329,100.22,4,https://api.spotify.com/v1/tracks/39o4aMfeuhmekejZIxE3W4,audio_features,spotify:track:39o4aMfeuhmekejZIxE3W4,0.532,,Olivia Newton-John,A Little More Love,1979,17,Olivia Newton-John,A Little More Love,,,,,,
0.015,https://api.spotify.com/v1/audio-analysis/0a4agFmqHXxcZl1nho1BxM,0.694,275733,0.577,0a4agFmqHXxcZl1nho1BxM,0.00836,4,0.0853,-14.63,1,0.0308,114.478,4,https://api.spotify.com/v1/tracks/0a4agFmqHXxcZl1nho1BxM,audio_features,spotify:track:0a4agFmqHXxcZl1nho1BxM,0.845,,Blondie,Heart Of Glass,1979,18,Blondie,Heart Of Glass,,,,,,
0.284,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,0.758,223867,0.378,2yBVeksU2EtrPJbTu4ZslK,0,8,0.049,-15.308,0,0.0449,120.736,4,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,audio_features,spotify:track:2yBVeksU2EtrPJbTu4ZslK,0.985,,Doobie Brothers,What A Fool Believes,1979,19,Doobie Brothers,What A Fool Believes,,,,,,
,,,,,,,,,,,,,,,,,,404: analysis not found,Chic,Good Times,1979,20,Chic,Good Times,,,,,,
0.878,https://api.spotify.com/v1/audio-analysis/7qmqeHzgNQTOnl1NUgRFO4,0.16,195400,0.123,7qmqeHzgNQTOnl1NUgRFO4,2.24E-05,0,0.157,-18.111,1,0.04,67.006,4,https://api.spotify.com/v1/tracks/7qmqeHzgNQTOnl1NUgRFO4,audio_features,spotify:track:7qmqeHzgNQTOnl1NUgRFO4,0.239,,Barbra Streisand,You Don't Bring Me Flowers,1979,21,Barbra Streisand,You Don't Bring Me Flowers,Neil Diamond,,,,,
0.0019,https://api.spotify.com/v1/audio-analysis/6120uJUyg6QDzaAJUosTx5,0.689,250520,0.805,6120uJUyg6QDzaAJUosTx5,8.23E-05,2,0.0683,-11.199,1,0.0429,140.791,4,https://api.spotify.com/v1/tracks/6120uJUyg6QDzaAJUosTx5,audio_features,spotify:track:6120uJUyg6QDzaAJUosTx5,0.914,,Amii Stewart,Knock On Wood,1979,22,Amii Stewart,Knock On Wood,,,,,,
0.126,https://api.spotify.com/v1/audio-analysis/0EA8k9iH93YEJFaBuRt7Tc,0.761,239529,0.723,0EA8k9iH93YEJFaBuRt7Tc,0.000292,7,0.345,-10.549,1,0.0313,129.269,4,https://api.spotify.com/v1/tracks/0EA8k9iH93YEJFaBuRt7Tc,audio_features,spotify:track:0EA8k9iH93YEJFaBuRt7Tc,0.923,,Suzi Quatro,Stumblin' In,1979,23,Suzi Quatro,Stumblin' In,Chris Norman,,,,,
0.188,https://api.spotify.com/v1/audio-analysis/0CLkiAh7z5QdJ1HHUcFrZT,0.534,175525,0.621,0CLkiAh7z5QdJ1HHUcFrZT,0,1,0.136,-10.021,1,0.0325,135.934,4,https://api.spotify.com/v1/tracks/0CLkiAh7z5QdJ1HHUcFrZT,audio_features,spotify:track:0CLkiAh7z5QdJ1HHUcFrZT,0.512,,Maxine Nightingale,Lead Me On,1979,24,Maxine Nightingale,Lead Me On,,,,,,
0.0307,https://api.spotify.com/v1/audio-analysis/6lSVidZXCnOnYAWcgIqVDF,0.774,224893,0.803,6lSVidZXCnOnYAWcgIqVDF,0,0,0.347,-4.959,1,0.0877,117.778,4,https://api.spotify.com/v1/tracks/6lSVidZXCnOnYAWcgIqVDF,audio_features,spotify:track:6lSVidZXCnOnYAWcgIqVDF,0.813,,Jacksons,Shake Your Body,1979,25,Jacksons,Shake Your Body,,,,,,
0.455,https://api.spotify.com/v1/audio-analysis/0m6bu7QJn8HJJUEfqYY5nI,0.422,229867,0.408,0m6bu7QJn8HJJUEfqYY5nI,8.29E-05,10,0.151,-13.706,1,0.0326,77.875,4,https://api.spotify.com/v1/tracks/0m6bu7QJn8HJJUEfqYY5nI,audio_features,spotify:track:0m6bu7QJn8HJJUEfqYY5nI,0.289,,Melissa Manchester,Don't Cry Out Loud,1979,26,Melissa Manchester,Don't Cry Out Loud,,,,,,
0.512,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,0.625,251253,0.758,6mHOcVtsHLMuesJkswc0GZ,0.00022,5,0.153,-6.213,0,0.0463,119.719,4,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,audio_features,spotify:track:6mHOcVtsHLMuesJkswc0GZ,0.695,,Supertramp,The Logical Song,1979,27,Supertramp,The Logical Song,,,,,,
0.136,https://api.spotify.com/v1/audio-analysis/6Ep2XErOa5SCBGzARBpCr4,0.726,281973,0.857,6Ep2XErOa5SCBGzARBpCr4,0.00025,2,0.0919,-6.107,1,0.0359,131.08,4,https://api.spotify.com/v1/tracks/6Ep2XErOa5SCBGzARBpCr4,audio_features,spotify:track:6Ep2XErOa5SCBGzARBpCr4,0.705,,Billy Joel,My Life,1979,28,Billy Joel,My Life,,,,,,
0.615,https://api.spotify.com/v1/audio-analysis/55wl56WlKI85UBNZoFxe9P,0.583,241747,0.313,55wl56WlKI85UBNZoFxe9P,0,9,0.121,-14.36,1,0.0256,96.717,4,https://api.spotify.com/v1/tracks/55wl56WlKI85UBNZoFxe9P,audio_features,spotify:track:55wl56WlKI85UBNZoFxe9P,0.346,,Randy Vanwarmer,Just When I Needed You Most,1979,29,Randy Vanwarmer,Just When I Needed You Most,,,,,,
0.27,https://api.spotify.com/v1/audio-analysis/5vIvHVCP0n6EXTMH0fOpAp,0.691,203080,0.706,5vIvHVCP0n6EXTMH0fOpAp,0,1,0.272,-5.983,0,0.115,169.724,4,https://api.spotify.com/v1/tracks/5vIvHVCP0n6EXTMH0fOpAp,audio_features,spotify:track:5vIvHVCP0n6EXTMH0fOpAp,0.892,,Raydio,You Can't Change That,1979,30,Raydio,You Can't Change That,,,,,,
0.45,https://api.spotify.com/v1/audio-analysis/7hzY0LHz8KdEr1PowHhbdu,0.867,346133,0.73,7hzY0LHz8KdEr1PowHhbdu,0.0143,9,0.0817,-6.605,1,0.0496,132.57,4,https://api.spotify.com/v1/tracks/7hzY0LHz8KdEr1PowHhbdu,audio_features,spotify:track:7hzY0LHz8KdEr1PowHhbdu,0.917,,Peaches,Shake Your Groove Thing,1979,31,Peaches,Shake Your Groove Thing,Herb,,,,,
0.219,https://api.spotify.com/v1/audio-analysis/4V3AGIIQeJoBUPaTCLiscB,0.35,211920,0.371,4V3AGIIQeJoBUPaTCLiscB,0,11,0.151,-10.538,0,0.0319,131.603,4,https://api.spotify.com/v1/tracks/4V3AGIIQeJoBUPaTCLiscB,audio_features,spotify:track:4V3AGIIQeJoBUPaTCLiscB,0.21,,Dionne Warwick,I'll Never Love This Way Again,1979,32,Dionne Warwick,I'll Never Love This Way Again,,,,,,
0.381,https://api.spotify.com/v1/audio-analysis/7lGAoXEnki2b4Bwa7NiT65,0.712,251333,0.516,7lGAoXEnki2b4Bwa7NiT65,1.37E-06,11,0.2,-10.906,0,0.0488,94.646,4,https://api.spotify.com/v1/tracks/7lGAoXEnki2b4Bwa7NiT65,audio_features,spotify:track:7lGAoXEnki2b4Bwa7NiT65,0.846,,Bee Gees,Love You Inside Out,1979,33,Bee Gees,Love You Inside Out,,,,,,
0.78,https://api.spotify.com/v1/audio-analysis/1JkZg3eMQTmTn93E8Yd3UL,0.806,191227,0.462,1JkZg3eMQTmTn93E8Yd3UL,0.0134,2,0.15,-12.778,1,0.0298,92.726,4,https://api.spotify.com/v1/tracks/1JkZg3eMQTmTn93E8Yd3UL,audio_features,spotify:track:1JkZg3eMQTmTn93E8Yd3UL,0.736,,Cheap Trick,I Want You To Want Me,1979,34,Cheap Trick,I Want You To Want Me,,,,,,
0.0502,https://api.spotify.com/v1/audio-analysis/2g5jMKl1csCP8Ufp1rUnqC,0.647,293933,0.875,2g5jMKl1csCP8Ufp1rUnqC,0,7,0.172,-8.503,1,0.0431,137.391,4,https://api.spotify.com/v1/tracks/2g5jMKl1csCP8Ufp1rUnqC,audio_features,spotify:track:2g5jMKl1csCP8Ufp1rUnqC,0.684,,Barbra Streisand,The Main Event (Fight),1979,35,Barbra Streisand,The Main Event (Fight),,,,,,
0.571,https://api.spotify.com/v1/audio-analysis/3LIGS2KScSoi6O7XT0NQRv,0.52,244907,0.422,3LIGS2KScSoi6O7XT0NQRv,0,5,0.137,-14.22,1,0.0332,91.856,4,https://api.spotify.com/v1/tracks/3LIGS2KScSoi6O7XT0NQRv,audio_features,spotify:track:3LIGS2KScSoi6O7XT0NQRv,0.595,,Elton John,Mama Can't Buy You Love,1979,36,Elton John,Mama Can't Buy You Love,,,,,,
0.0319,https://api.spotify.com/v1/audio-analysis/3kovBaZ1LGLH1PL31qG7cL,0.689,196440,0.584,3kovBaZ1LGLH1PL31qG7cL,0.00275,11,0.327,-13.957,0,0.0314,127.132,4,https://api.spotify.com/v1/tracks/3kovBaZ1LGLH1PL31qG7cL,audio_features,spotify:track:3kovBaZ1LGLH1PL31qG7cL,0.837,,Leif Garrett,I Was Made For Dancin',1979,37,Leif Garrett,I Was Made For Dancin',,,,,,
0.532,https://api.spotify.com/v1/audio-analysis/3cfnGXJ9bmiWvFqEO6ff8B,0.424,278040,0.443,3cfnGXJ9bmiWvFqEO6ff8B,0.000389,6,0.673,-13.45,1,0.0382,131.675,4,https://api.spotify.com/v1/tracks/3cfnGXJ9bmiWvFqEO6ff8B,audio_features,spotify:track:3cfnGXJ9bmiWvFqEO6ff8B,0.391,,Earth,After The Love Has Gone,1979,38,Earth,After The Love Has Gone,Wind,Fire,,,,
0.239,https://api.spotify.com/v1/audio-analysis/3AUbB5IqApnPB033aJ3Fbo,0.691,219347,0.934,3AUbB5IqApnPB033aJ3Fbo,7.45E-06,8,0.496,-3.993,1,0.0895,131.969,4,https://api.spotify.com/v1/tracks/3AUbB5IqApnPB033aJ3Fbo,audio_features,spotify:track:3AUbB5IqApnPB033aJ3Fbo,0.735,,Donna Summer,Heaven Knows,1979,39,Donna Summer,Heaven Knows,Brooklyn Dreams,,,,,
0.342,https://api.spotify.com/v1/audio-analysis/5KqldkCunQ2rWxruMEtGh0,0.671,214880,0.501,5KqldkCunQ2rWxruMEtGh0,0,4,0.194,-13.119,1,0.0594,87.038,4,https://api.spotify.com/v1/tracks/5KqldkCunQ2rWxruMEtGh0,audio_features,spotify:track:5KqldkCunQ2rWxruMEtGh0,0.86,,Kenny Rogers,The Gambler,1979,40,Kenny Rogers,The Gambler,,,,,,
0.159,https://api.spotify.com/v1/audio-analysis/2bS2tETCzUmjALnXEvhOGo,0.646,191773,0.406,2bS2tETCzUmjALnXEvhOGo,0.00114,5,0.27,-15.616,0,0.0264,113.708,4,https://api.spotify.com/v1/tracks/2bS2tETCzUmjALnXEvhOGo,audio_features,spotify:track:2bS2tETCzUmjALnXEvhOGo,0.895,,Nicolette Larson,Lotta Love,1979,41,Nicolette Larson,Lotta Love,,,,,,
0.495,https://api.spotify.com/v1/audio-analysis/3fn87ydk7ihtvVr8EwjYvr,0.457,297633,0.328,3fn87ydk7ihtvVr8EwjYvr,1.13E-05,2,0.0624,-11.928,1,0.0345,121.187,4,https://api.spotify.com/v1/tracks/3fn87ydk7ihtvVr8EwjYvr,audio_features,spotify:track:3fn87ydk7ihtvVr8EwjYvr,0.329,,Little River Band,Lady,1979,42,Little River Band,Lady,,,,,,
