year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
1984,82,Culture Club,Church Of The Poison Mind,,,,,
1984,83,Christopher Cross,Think Of Laura,,,,,
1984,84,Debarge,Time Will Reveal,,,,,
1984,85,Police,Wrapped Around Your Finger,,,,,
1984,86,John Cougar Mellencamp,Pink Houses,,,,,
1984,87,Ratt,Round And Round,,,,,
1984,88,Go-Go's,Head Over Heels,,,,,
1984,89,Billy Joel,The Longest Time,,,,,
1984,90,Kool,Tonight,The Gang,,,,
1984,91,Christine McVie,Got A Hold On Me,,,,,
1984,92,Shalamar,Dancing In The Sheets,,,,,
1984,93,Rolling Stones,Undercover Of The Night,,,,,
1984,94,John Cafferty,On The Dark Side,The Beaver Brown Band,,,,
1984,95,Duran Duran,New Moon On Monday,,,,,
1984,96,Peter Schilling,Major Tom (Coming Home),,,,,
1984,97,Cars,Magic,,,,,
1984,98,Night Ranger,When You Close Your Eyes,,,,,
1984,99,Billy Squier,Rock Me Tonite,,,,,
1984,100,James Ingram,Yah Mo B There,Michael McDonald,,,,
1983,1,Police,Every Breath You Take,,,,,
1983,2,Michael Jackson,Billie Jean,,,,,
1983,3,Irene Cara,Flashdance... What A Feeling,,,,,
1983,4,Men At Work,Down Under,,,,,
1983,5,Michael Jackson,Beat It,,,,,
1983,6,Bonnie Tyler,Total Eclipse Of The Heart,,,,,
1983,7,Daryl Hall,Maneater,John Oates,,,,
1983,8,Patti Austin,Baby Come To Me,James Ingram,,,,
1983,9,Michael Sembello,Maniac,,,,,
1983,10,Eurythmics,Sweet Dreams (Are Made Of This),,,,,
1983,11,Culture Club,Do You Really Want To Hurt Me,,,,,
1983,12,Eddie Rabbitt,You And I,Crystal Gayle,,,,
1983,13,Dexy's Midnight Runners,Come On Eileen,,,,,
1983,14,Bob Seger,Shame On The Moon,The Silver Bullet Band,,,,
1983,15,Donna Summer,She Works Hard For The Money,,,,,
1983,16,Sergio Mendes,Never Gonna Let You Go,,,,,
1983,17,Duran Duran,Hungry Like The Wolf,,,,,
1983,18,David Bowie,Let's Dance,,,,,
1983,19,Golden Earring,Twilight Zone,,,,,
1983,20,Frida,I Know There's Something Going On,,,,,
1983,21,Greg Kihn Band,Jeopardy,,,,,
1983,22,Eddy Grant,Electric Avenue,,,,,
1983,23,Thomas Dolby,She Blinded Me With Science,,,,,
1983,24,Toto,Africa,,,,,
1983,25,Prince,Little Red Corvette,,,,,
1983,26,Pretenders,Back On The Chain Gang,,,,,
1983,27,Joe Cocker,Up Where We Belong,Jennifer Warnes,,,,
1983,28,Styx,Mr. Roboto,,,,,
1983,29,Lionel Richie,You Are,,,,,
1983,30,After The Fire,Der Kommissar,,,,,
1983,31,Taco,Puttin' On The Ritz,,,,,
1983,32,Marvin Gaye,Sexual Healing,,,,,
1983,33,Human League,(Keep Feeling) Fascination,,,,,
1983,34,Culture Club,Time (Clock Of The Heart),,,,,
1983,35,Men,The Safety Dance,out Hats,,,,
1983,36,Toni Basil,Mickey,,,,,
1983,37,Phil Collins,You Can't Hurry Love,,,,,
1983,38,Journey,Separate Ways,,,,,
1983,39,Daryl Hall,One On One,John Oates,,,,
1983,40,Kenny Rogers,We've Got Tonight,Sheena Easton,,,,
1983,41,Prince,1999,,,,,
1983,42,Stray Cats,Stray Cat Strut,,,,,
1983,43,Billy Joel,Allentown,,,,,
1983,44,Stevie Nicks,Stand Back,,,,,
1983,45,Billy Joel,Tell Her About It,,,,,
1983,46,Naked Eyes,Always Something There To Remind Me,,,,,
1983,47,Lionel Richie,Truly,,,,,
1983,48,Don Henley,Dirty Laundry,,,,,
1983,49,Michael Jackson,The Girl Is Mine,Paul McCartney,,,,
1983,50,Kajagoogoo,Too Shy,,,,,
1983,51,Adam Ant,Goody Two Shoes,,,,,
1983,52,Clash,Rock The Casbah,,,,,
1983,53,Madness,Our House,,,,,
1983,54,Men At Work,Overkill,,,,,
1983,55,Duran Duran,Is There Something I Should Know,,,,,
1983,56,Laura Branigan,Gloria,,,,,
1983,57,Rick Springfield,Affair Of The Heart,,,,,
1983,58,Tubes,She's A Beauty,,,,,
1983,59,Laura Branigan,Solitaire,,,,,
1983,60,Styx,Don't Let It End,,,,,
1983,61,Laura Branigan,How Am I Supposed To Live Without You,,,,,
1983,62,David Bowie,China Girl,,,,,
1983,63,Kinks,Come Dancing,,,,,
1983,64,Naked Eyes,"Promises, Promises",,,,,
1983,65,Little River Band,The Other Guy,,,,,
1983,66,Air Supply,Making Love Out Of Nothing At All,,,,,
1983,67,Daryl Hall,Family Man,John Oates,,,,
1983,68,Michael Jackson,Wanna Be Startin' Somethin',,,,,
1983,69,Toto,I Won't Hold You Back,,,,,
1983,70,Christopher Cross,All Right,,,,,
1983,71,Bryan Adams,Straight From The Heart,,,,,
1983,72,Kenny Loggins,Heart To Heart,,,,,
1983,73,Lionel Richie,My Love,,,,,
1983,74,Elton John,I'm Still Standing,,,,,
1983,75,Loverboy,Hot Girls In Love,,,,,
1983,76,Men At Work,It's A Mistake,,,,,
1983,77,Culture Club,I'll Tumble 4 Ya,,,,,
1983,78,Debarge,All This Love,,,,,
1983,79,Sammy Hagar,Your Love Is Driving Me Crazy,,,,,
1983,80,Dionne Warwick,Heartbreaker,,,,,
1983,81,Journey,Faithfully,,,,,
1983,82,Joe Jackson,Steppin' Out,,,,,
1983,83,Quarterflash,Take Me To Heart,,,,,
1983,84,Stray Cats,(She's) Sexy + 17,,,,,
1983,85,Champaign,Try Again,,,,,
1983,86,Shalamar,Dead Giveaway,,,,,
1983,87,Jackson Browne,Lawyers In Love,,,,,
1983,88,Moving Pictures,What About Me,,,,,
1983,89,Michael Jackson,Human Nature,,,,,
1983,90,Def Leppard,Photograph,,,,,
1983,91,Musical Youth,Pass The Dutchie,,,,,
1983,92,Spandau Ballet,TRUE,,,,,
1983,93,Frank Stallone,Far From Over,,,,,
1983,94,Eric Clapton,I've Got A Rock 'N' Roll Heart,,,,,
1983,95,Stephen Bishop,It Might Be You,,,,,
1983,96,Peabo Bryson,Tonight I Celebrate My Love,Roberta Flack,,,,
1983,97,Tom Petty,You Got Lucky,The Heartbreakers,,,,
1983,98,Asia,Don't Cry,,,,,
1983,99,Joe Jackson,Breaking Us In Two,,,,,
1983,100,Earth,Fall In Love With Me,Wind,Fire,,,
1982,1,Olivia Newton-John,Physical,,,,,
1982,2,Survivor,Eye Of The Tiger,,,,,
1982,3,Joan Jett,I Love Rock N' Roll,The Blackhearts,,,,
1982,4,Paul McCartney,Ebony And Ivory,Stevie Wonder,,,,
1982,5,J. Geils Band,Centerfold,,,,,
1982,6,Human League,Don't You Want Me,,,,,
1982,7,John Cougar,Jack And Diane,,,,,
1982,8,John Cougar,Hurts So Good,,,,,
1982,9,Steve Miller Band,Abracadabra,,,,,
1982,10,Chicago,Hard To Say I'm Sorry,,,,,
1982,11,Soft Cell,Tainted Love,,,,,
1982,12,Vangelis,Chariots Of Fire,,,,,
1982,13,Quarterflash,Harden My Heart,,,,,
1982,14,Toto,Rosanna,,,,,
1982,15,Daryl Hall,I Can't Go For That,John Oates,,,,
1982,16,Tommy Tutone,867-5309 (Jenny),,,,,
1982,17,Bertie Higgins,Key Largo,,,,,
1982,18,Melissa Manchester,You Should Hear How She Talks About You,,,,,
1982,19,Foreigner,Waiting For A Girl Like You,,,,,
1982,20,Rick Springfield,Don't Talk To Strangers,,,,,
1982,21,Juice Newton,The Sweetest Thing,,,,,
1982,22,Willie Nelson,Always On My Mind,,,,,
1982,23,Cars,Shake It Up,,,,,
1982,24,Dazz Band,Let It Whip,,,,,
1982,25,Go-Go's,We Got The Beat,,,,,
1982,26,Ray Parker Jr.,The Other Woman,,,,,
1982,27,George Benson,Turn Your Love Around,,,,,
1982,28,Air Supply,Sweet Dreams,,,,,
1982,29,Motels,Only The Lonely,,,,,
1982,30,Men At Work,Who Can It Be Now?,,,,,
1982,31,Fleetwood Mac,Hold Me,,,,,
1982,32,Alan Parsons Project,Eye In The Sky,,,,,
1982,33,Earth,Let's Groove,Wind,Fire,,,
1982,34,Journey,Open Arms,,,,,
1982,35,Dan Fogelberg,Leader Of The Band,,,,,
1982,36,Stevie Nicks,Leather And Lace,Don Henley,,,,
1982,37,Air Supply,Even The Nights Are Better,,,,,
1982,38,Charlene,I've Never Been To Me,,,,,
1982,39,Paul Davis,'65 Love Affair,,,,,
1982,40,Asia,Heat Of The Moment,,,,,
1982,41,Little River Band,Take It Easy On Me,,,,,
1982,42,Buckner,Pac-Man Fever,Garcia,,,,
1982,43,Stevie Wonder,That Girl,,,,,
1982,44,Daryl Hall,Private Eyes,John Oates,,,,
1982,45,Lindsey Buckingham,Trouble,,,,,
1982,46,Roberta Flack,Making Love,,,,,
1982,47,Juice Newton,Love's Been A Little Bit Hard On Me,,,,,
1982,48,Rod Stewart,Young Turks,,,,,
1982,49,J. Geils Band,Freeze-Frame,,,,,
1982,50,REO Speedwagon,Keep The Fire Burnin',,,,,
1982,51,Huey Lewis,Do You Believe In Love,The News,,,,
1982,52,Paul Davis,Cool Night,,,,,
1982,53,38 Special,Caught Up In You,,,,,
1982,54,Diana Ross,Why Do Fools Fall In Love?,,,,,
1982,55,Alabama,Love In The First Degree,,,,,
1982,56,Royal Philharmonic,Hooked On Classics,chestra,,,,
1982,57,Crosby,Wasted On The Way,Stills,Nash,,,
1982,58,Eddie Money,Think I'm In Love,,,,,
1982,59,Donna Summer,Love Is In Control,,,,,
1982,60,Karla Bonoff,Personally,,,,,
1982,61,Quincy Jones,One Hundred Ways,,,,,
1982,62,Elton John,Blue Eyes,,,,,
1982,63,Go-Go's,Our Lips Are Sealed,,,,,
1982,64,Sheena Easton,You Could Have Been With Me,,,,,
1982,65,America,You Can Do Magic,,,,,
1982,66,Daryl Hall,Did It In A Minute,John Oates,,,,
1982,67,A Flock Of Seagulls,I Ran,,,,,
1982,68,Jackson Browne,Somebody's Baby,,,,,
1982,69,Commodores,Oh No,,,,,
1982,70,Paul McCartney,Take It Away,,,,,
1982,71,Deniece Williams,It's Gonna Take A Miracle,,,,,
1982,72,Kenny Rogers,Love Will Turn You Around,,,,,
1982,73,Journey,Don't Stop Believin',,,,,
1982,74,Barbra Streisand,Comin' In And Out Of Your Life,,,,,
1982,75,Laura Branigan,Gloria,,,,,
1982,76,Elton John,Empty Garden,,,,,
1982,77,Neil Diamond,Yesterday's Songs,,,,,
1982,78,Joan Jett,Crimson And Clover,The Blackhearts,,,,
1982,79,Police,Every Little Thing She Does Is Magic,,,,,
1982,80,Air Supply,Here I Am,,,,,
1982,81,Michael McDonald,I Keep Forgettin',,,,,
1982,82,Kool,Get Down On It,The Gang,,,,
1982,83,Ronnie Milsap,Any Day Now,,,,,
1982,84,Olivia Newton-John,Make A Move On Me,,,,,
1982,85,Kool,Take My Heart,The Gang,,,,
1982,86,Diana Ross,Mirror Mirror,,,,,
1982,87,Go-Go's,Vacation,,,,,
1982,88,Van Halen,(Oh) Pretty Woman,,,,,
1982,89,Pointer Sisters,Should I Do It,,,,,
1982,90,Billy Idol,Hot In The City,,,,,
1982,91,Kim Wilde,Kids In America,,,,,
1982,92,Little River Band,Man On Your Mind,,,,,
1982,93,Michael Murphy,What's Forever For,,,,,
1982,94,Rolling Stones,Waiting On A Friend,,,,,
1982,95,Stevie Wonder,Do I Do,,,,,
1982,96,Loverboy,Working For The Weekend,,,,,
1982,97,Greg Guidry,Goin' Down,,,,,
1982,98,Christopher Cross,Arthur's Theme,,,,,
1982,99,Kenny Rogers,Through The Years,,,,,
1982,100,Stevie Nicks,Edge Of Seventeen,,,,,
1981,1,Kim Carnes,Bette Davis Eyes,,,,,
1981,2,Diana Ross,Endless Love,Lionel Richie,,,,
1981,3,Kenny Rogers,Lady,,,,,
1981,4,John Lennon,(Just Like) Starting Over,,,,,
1981,5,Rick Springfield,Jessie's Girl,,,,,
1981,6,Kool,Celebration,The Gang,,,,
1981,7,Daryl Hall,Kiss On My List,John Oates,,,,
1981,8,Eddie Rabbitt,I Love A Rainy Night,,,,,
1981,9,Dolly Parton,9 To 5,,,,,
1981,10,REO Speedwagon,Keep On Loving You,,,,,
1981,11,Joey Scarbury,Believe It Or Not",,,,,
1981,12,Sheena Easton,Morning Train (Nine To Five),,,,,
1981,13,Smokey Robinson,Being With You,,,,,
1981,14,Juice Newton,Queen Of Hearts,,,,,
1981,15,Blondie,Rapture,,,,,
1981,16,Ray Parker Jr.,A Woman Needs Love,Raydio,,,,
1981,17,Blondie,The Tide Is High,,,,,
1981,18,Grover Washington Jr.,Just The Two Of Us,,,,,
1981,19,Pointer Sisters,Slow Hand,,,,,
1981,20,Climax Blues Band,I Love You,,,,,
1981,21,John Lennon,Woman,,,,,
1981,22,A Taste Of Honey,Sukiyaki,,,,,
1981,23,ABBA,The Winner Takes It All,,,,,
1981,24,Stars On 45,Medley,,,,,
1981,25,Juice Newton,Angel Of The Morning,,,,,
1981,26,Neil Diamond,Love On The Rocks,,,,,
1981,27,Air Supply,Every Woman In The World,,,,,
1981,28,Air Supply,The One That You Love,,,,,
1981,29,Barbra Streisand,Guilty,Barry Gibb,,,,
1981,30,Styx,The Best Of Times,,,,,
1981,31,Oak Ridge Boys,Elvira,,,,,
1981,32,REO Speedwagon,Take It On The Run,,,,,
1981,33,Ronnie Milsap,No Gettin' Over Me,,,,,
1981,34,Gino Vannelli,Living Inside Myself,,,,,
1981,35,Barbra Streisand,Woman In Love,,,,,
1981,36,Manhattan Transfer,Boy From New York City,,,,,
1981,37,Foreigner,Urgent,,,,,
1981,38,Rod Stewart,Passion,,,,,
1981,39,Commodores,Lady (You Bring Me Up),,,,,
1981,40,Don Mclean,Crying,,,,,
1981,41,Marty Balin,Hearts,,,,,
1981,42,Diana Ross,It's My Turn,,,,,
1981,43,Daryl Hall,You Make My Dreams,John Oates,,,,
1981,44,Kenny Rogers,I Don't Need You,,,,,
1981,45,Champaign,How 'Bout Us,,,,,
1981,46,Pat Benatar,Hit Me With Your Best Shot,,,,,
1981,47,Greg Kihn Band,The Breakup Song,,,,,
1981,48,Alan Parsons Project,Time,,,,,
1981,49,Bruce Springsteen,Hungry Heart,,,,,
1981,50,Franke,Sweetheart,The Knockouts,,,,
1981,51,Terri Gibbs,Somebody's Knockin',,,,,
1981,52,Leo Sayer,More Than I Can Say,,,,,
1981,53,Tierra,Together,,,,,
1981,54,Styx,Too Much Time On My Hands,,,,,
1981,55,Dottie West,What Are We Doin' In Love,,,,,
1981,56,Journey,Who's Crying Now,,,,,
1981,57,Police,"De Do Do Do, De Da Da",,,,,
1981,58,Gary U.S. Bonds,This Little Girl,,,,,
1981,59,Stevie Nicks,Stop Draggin' My Heart Around, Tom Petty,,,,
1981,60,Delbert McClinton,Giving It Up For Your Love,,,,,
1981,61,Cliff Richard,A Little In Love,,,,,
1981,62,Neil Diamond,America,,,,,
1981,63,John Cougar,Ain't Even Done With The Night,,,,,
1981,64,Christopher Cross,Arthur's Theme,,,,,
1981,65,Queen,Another One Bites The Dust,,,,,
1981,66,Alan Parsons Project,Games People Play,,,,,
1981,67,Eric Clapton,I Can't Stand It,,,,,
1981,68,Steve Winwood,While You See A Chance,,,,,
1981,69,Stevie Wonder,Master Blaster,,,,,
1981,70,Neil Diamond,Hello Again,,,,,
1981,71,Police,Don't Stand So Close To Me,,,,,
1981,72,Steely Dan,Hey Nineteen,,,,,
1981,73,Stevie Wonder,I Ain't Gonna Stand For It,,,,,
1981,74,George Harrison,All Those Years Ago,,,,,
1981,75,Eddie Rabbitt,Step By Step,,,,,
1981,76,Billy Squier,The Stroke,,,,,
1981,77,Alabama,Feels So Right,,,,,
1981,78,Stanley Clarke,Sweet Baby,George Duke,,,,
1981,79,Dan Fogelberg,Same Old Lang Syne,,,,,
1981,80,Pablo Cruise,Cool Love,,,,,
1981,81,ELO,Hold On Tight,,,,,
1981,82,John Schneider,It's Now Or Never,,,,,
1981,83,Pat Benatar,Treat Me Right,,,,,
1981,84,Santana,Winning,,,,,
1981,85,Barbra Streisand,What Kind Of Fool,Barry Gibb,,,,
1981,86,John Lennon,Watching The Wheels,,,,,
1981,87,Heart,Tell It Like It Is,,,,,
1981,88,Ronnie Milsap,Smoky Mountain Rain,,,,,
1981,89,Barry Manilow,I Made It Through The Rain,,,,,
1981,90,Daryl Hall,You've Lost That Lovin' Feelin',John Oates,,,,
1981,91,Olivia Newton-John,Suddenly,Cliff Richard,,,,
1981,92,Sheena Easton,For Your Eyes Only,,,,,
1981,93,Beach Boys,The Beach Boys Medley,,,,,
1981,94,Devo,Whip It,,,,,
1981,95,Sheena Easton,Modern Girl,,,,,
1981,96,Gary Wright,Really Want Know You,,,,,
1981,97,Rosanne Cash,Seven Year Ache,,,,,
1981,98,Diana Ross,I'm Coming Out,,,,,
1981,99,Boz Scaggs,Miss Sun,,,,,
1981,100,Andy Gibb,Time Is Time,,,,,
1980,1,Blondie,Call Me,,,,,
1980,2,Pink Floyd,Another Brick In The Wall,,,,,
1980,3,Olivia Newton-John,Magic,,,,,
1980,4,Michael Jackson,Rock With You,,,,,
1980,5,Captain,Do That To Me One More Time,Tennille,,,,
1980,6,Queen,Crazy Little Thing Called Love,,,,,
1980,7,Paul McCartney,Coming Up,,,,,
1980,8,Lipps,Funkytown,Inc.,,,,
1980,9,Billy Joel,It's Still Rock And Roll To Me,,,,,
1980,10,Bette Midler,The Rose,,,,,
1980,11,Rupert Holmes,Escape (The Pina Colada Song),,,,,
1980,12,Gary Numan,Cars,,,,,
1980,13,Smokey Robinson,Cruisin',,,,,
1980,14,Spinners,Working My Way Back To You-Forgive Me Girl,,,,,
1980,15,Air Supply,Lost In Love,,,,,
1980,16,Elton John,Little Jeannie,,,,,
1980,17,Christopher Cross,Ride Like The Wind,,,,,
1980,18,Diana Ross,Upside Down,,,,,
1980,19,K.C.,Please Don't Go,The Sunshine Band,,,,
1980,20,Styx,Babe,,,,,
1980,21,Billy Preston,With You I'm Born Again,Syreeta,,,,
1980,22,Manhattans,Shining Star,,,,,
1980,23,Commodores,Still,,,,,
1980,24,Teri DeSario,Yes I'm Ready, K.C.,,,,
1980,25,Dr. Hook,Sexy Eyes,,,,,
1980,26,Robbie Dupree,Steal Away,,,,,
1980,27,Ambrosia,Biggest Part Of Me,,,,,
1980,28,Kenny Loggins,This Is It,,,,,
1980,29,Spinners,Cupid/I've Loved You For A Long Time,,,,,
1980,30,Jermaine Jackson,Let's Get Serious,,,,,
1980,31,Kenny Rogers,Don't Fall In Love With A Dreamer,Kim Carnes,,,,
1980,32,Christopher Cross,Sailing,,,,,
1980,33,Dan Fogelberg,Longer,,,,,
1980,34,Kenny Rogers,Coward Of The County,,,,,
1980,35,Kool,Ladies Night,The Gang,,,,
1980,36,Kool,Too Hot,The Gang,,,,
1980,37,S.O.S. Band,Take Your Time,,,,,
1980,38,Barbra Streisand,No More Tears (Enough Is Enough),Donna Summer,,,,
1980,39,Kim Carnes,More Love,,,,,
1980,40,M,Pop Muzik,,,,,
1980,41,Pretenders,Brass In Pocket,,,,,
1980,42,Ray,Special Lady,Goodman,Brown,,,
1980,43,Stevie Wonder,Send One Your Love,,,,,
1980,44,Shalamar,The Second Time Around,,,,,
1980,45,Cliff Richard,We Don't Talk Anymore,,,,,
1980,46,Brothers Johnson,Stomp,,,,,
1980,47,Eagles,Heartache Tonight,,,,,
1980,48,Rocky Burnette,Tired Of Toein' The Line,,,,,
1980,49,Dr. Hook,Better Love Next Time,,,,,
1980,50,Rupert Holmes,Him,,,,,
1980,51,Bob Seger,Against The Wind,The Silver Bullet Band,,,,
1980,52,Donna Summer,On The Radio,,,,,
1980,53,Rolling Stones,Emotional Rescue,,,,,
1980,54,Herb Alpert,Rise,,,,,
1980,55,Air Supply,All Out Of Love,,,,,
1980,56,Little River Band,Cool Change,,,,,
1980,57,J.D. Souther,You're Only Lonely,,,,,
1980,58,Andy Gibb,Desire,,,,,
1980,59,Pete Townshend,Let My Love Open The Door,,,,,
1980,60,Steve Forbert,Romeo's Tune,,,,,
1980,61,Anne Murray,Daydream Believer,,,,,
1980,62,Eagles,I Can't Tell You Why,,,,,
1980,63,Isaac Hayes,Don't Let Go,,,,,
1980,64,Tom Petty,Don't Do Me Like That,The Heartbreakers,,,,
1980,65,Michael Jackson,She's Out Of My Life,,,,,
1980,66,Irene Cara,Fame,,,,,
1980,67,Bob Seger,Fire Lake,The Silver Bullet Band,,,,
1980,68,Linda Ronstadt,How Do I Make You,,,,,
1980,69,Benny Mardones,Into The Night,,,,,
1980,70,Pure Prairie League,Let Me Love You Tonight,,,,,
1980,71,Genesis,Misunderstanding,,,,,
1980,72,Dirt Band,An American Dream,,,,,
1980,73,Carole King,One Fine Day,,,,,
1980,74,Donna Summer,Dim All The Lights,,,,,
1980,75,Billy Joel,You May Be Right,,,,,
1980,76,Neil Sedaka,Should've Never Let You Go,Dara Sedaka,,,,
1980,77,Charlie Dore,Pilot Of The Airwaves,,,,,
1980,78,Linda Ronstadt,Hurt So Bad,,,,,
1980,79,Michael Jackson,Off The Wall,,,,,
1980,80,Peaches,I Pledge My Love,Herb,,,,
1980,81,Eagles,The Long Run,,,,,
1980,82,Mickey Gilley,Stand By Me,,,,,
1980,83,Pat Benatar,Heartbreaker,,,,,
1980,84,Dionne Warwick,Deja Vu,,,,,
1980,85,Eddie Rabbitt,Drivin' My Life Away,,,,,
1980,86,Supertramp,Take The Long Way Home,,,,,
1980,87,Fleetwood Mac,Sara,,,,,
1980,88,Daryl Hall,Wait For Me,John Oates,,,,
1980,89,Boz Scaggs,JoJo,,,,,
1980,90,Neil Diamond,September Morn,,,,,
1980,91,George Benson,Give Me The Night,,,,,
1980,92,Anne Murray,Broken Hearted Me,,,,,
1980,93,Kenny Rogers,You Decorated My Life,,,,,
1980,94,Fleetwood Mac,Tusk,,,,,
1980,95,Prince,I Wanna Be Your Lover,,,,,
1980,96,Charlie Daniels Band,In America,,,,,
1980,97,Boz Scaggs,Breakdown Dead Ahead,,,,,
1980,98,Barry Manilow,Ships,,,,,
1980,99,Joe Walsh,All Night Long,,,,,
1980,100,Tom Petty,Refugee,The Heartbreakers,,,,
1979,1,Knack,My Sharona,,,,,
1979,2,Donna Summer,Bad Girls,,,,,
1979,3,Chic,Le Freak,,,,,
1979,4,Rod Stewart,Da Ya Think I'm Sexy,,,,,
1979,5,Peaches,Reunited,Herb,,,,
1979,6,Gloria Gaynor,I Will Survive,,,,,
1979,7,Donna Summer,Hot Stuff,,,,,
1979,8,Village People,Y.M.C.A.,,,,,
1979,9,Anita Ward,Ring My Bell,,,,,
1979,10,Robert John,Sad Eyes,,,,,
1979,11,Bee Gees,Too Much Heaven,,,,,
1979,12,Donna Summer,MacArthur Park,,,,,
1979,13,Dr. Hook,When You're In Love With A Beautiful Woman,,,,,
1979,14,David Naughton,Makin' It,,,,,
1979,15,Pointer Sisters,Fire,,,,,
1979,16,Bee Gees,Tragedy,,,,,
1979,17,Olivia Newton-John,A Little More Love,,,,,
1979,18,Blondie,Heart Of Glass,,,,,
1979,19,Doobie Brothers,What A Fool Believes,,,,,
1979,20,Chic,Good Times,,,,,
1979,21,Barbra Streisand,You Don't Bring Me Flowers,Neil Diamond,,,,
1979,22,Amii Stewart,Knock On Wood,,,,,
1979,23,Suzi Quatro,Stumblin' In,Chris Norman,,,,
1979,24,Maxine Nightingale,Lead Me On,,,,,
1979,25,Jacksons,Shake Your Body,,,,,
1979,26,Melissa Manchester,Don't Cry Out Loud,,,,,
1979,27,Supertramp,The Logical Song,,,,,
1979,28,Billy Joel,My Life,,,,,
1979,29,Randy Vanwarmer,Just When I Needed You Most,,,,,
1979,30,Raydio,You Can't Change That,,,,,
1979,31,Peaches,Shake Your Groove Thing,Herb,,,,
1979,32,Dionne Warwick,I'll Never Love This Way Again,,,,,
1979,33,Bee Gees,Love You Inside Out,,,,,
1979,34,Cheap Trick,I Want You To Want Me,,,,,
1979,35,Barbra Streisand,The Main Event (Fight),,,,,
1979,36,Elton John,Mama Can't Buy You Love,,,,,
1979,37,Leif Garrett,I Was Made For Dancin',,,,,
1979,38,Earth,After The Love Has Gone,Wind,Fire,,,
1979,39,Donna Summer,Heaven Knows,Brooklyn Dreams,,,,
1979,40,Kenny Rogers,The Gambler,,,,,
1979,41,Nicolette Larson,Lotta Love,,,,,
1979,42,Little River Band,Lady,,,,,
1979,43,Bonnie Pointer,Heaven Must Have Sent You,,,,,
1979,44,Toto,Hold The Line,,,,,
1979,45,Sister Sledge,He's The Greatest Dancer,,,,,
1979,46,Dr. Hook,Sharing The Night Together,,,,,
1979,47,Kenny Rogers,She Believes In Me,,,,,
1979,48,Village People,In The Navy,,,,,
1979,49,Frank Mills,Music Box Dancer,,,,,
1979,50,Charlie Daniels Band,The Devil Went Down To Georgia,,,,,
1979,51,John Stewart,Gold,,,,,
1979,52,Wings,Goodnight Tonight,,,,,
1979,53,Sister Sledge,We Are Family,,,,,
1979,54,Bad Company,Rock 'N' Roll Fantasy,,,,,
1979,55,Hot Chocolate,Every 1's A Winner,,,,,
1979,56,Cher,Take Me Home,,,,,
1979,57,Earth,Boogie Wonderland,Wind,Fire,,,
1979,58,Andy Gibb,(Our Love) Don't Throw It All Away,,,,,
1979,59,Bobby Caldwell,What You Won't Do For Love,,,,,
1979,60,Ace Frehley,New York Groove,,,,,
1979,61,Dire Straits,Sultans Of Swing,,,,,
1979,62,Chic,I Want Your Love,,,,,
1979,63,Rickie Lee Jones,Chuck E's In Love,,,,,
1979,64,Alicia Bridges,I Love The Night Life,,,,,
1979,65,McFadden,Ain't No Stoppin' Us Now,Whitehead,,,,
1979,66,Little River Band,Lonesome Loser,,,,,
1979,67,Styx,Renegade,,,,,
1979,68,England Dan,Love Is The Answer,John Ford Coley,,,,
1979,69,Cheryl Lynn,Got To Be Real,,,,,
1979,70,Patrick Hernandez,Born To Be Alive,,,,,
1979,71,Electric Light,Shine A Little Love,chestra,,,,
1979,72,Anne Murray,I Just Fall In Love Again,,,,,
1979,73,Ian Matthews,Shake It,,,,,
1979,74,Kiss,I Was Made For Lovin' You,,,,,
1979,75,Gino Vannelli,I Just Wanna Stop,,,,,
1979,76,G.Q.,Disco Nights,,,,,
1979,77,Linda Ronstadt,Ooh Baby Baby,,,,,
1979,78,Earth,September,Wind,Fire,,,
1979,79,Al Stewart,Time Passages,,,,,
1979,80,Herb Alpert,Rise,,,,,
1979,81,Electric Light,Don't Bring Me Down,chestra,,,,
1979,82,Eric Clapton,Promises,,,,,
1979,83,Roger Voudouris,Get Used To It,,,,,
1979,84,Ambrosia,How Much I Feel,,,,,
1979,85,Eddie Rabbitt,Suspicions,,,,,
1979,86,Rex Smith,You Take My Breath Away,,,,,
1979,87,Alice Cooper,How You Gonna See Me Now,,,,,
1979,88,Foreigner,Double Vision,,,,,
1979,89,Babys,Every Time I Think Of You,,,,,
1979,90,Instant Funk,I Got My Mind Made Up,,,,,
1979,91,Michael Jackson,Don't Stop 'Til You Get Enough,,,,,
1979,92,Robert Palmer,Bad Case Of Lovin' You,,,,,
1979,93,Barry Manilow,Somewhere In The Night,,,,,
1979,94,Bob Seger,We've Got Tonight,The Silver Bullet Band,,,,
1979,95,Van Halen,Dance The Night Away,,,,,
1979,96,Nigel Olsson,Dancin' Shoes,,,,,
1979,97,Diana Ross,The Boss,,,,,
1979,98,Commodores,Sail On,,,,,
1979,99,G.Q.,I Do Love You,,,,,
1979,100,Firefall,Strange Way,,,,,
1978,1,Andy Gibb,Shadow Dancing,,,,,
1978,2,Bee Gees,Night Fever,,,,,
1978,3,Debby Boone,You Light Up My Life,,,,,
1978,4,Bee Gees,Stayin' Alive,,,,,
1978,5,Exile,Kiss You All Over,,,,,
1978,6,Bee Gees,How Deep Is Your Love,,,,,
1978,7,Player,Baby Come Back,,,,,
